INFO	Title	Acute Myeloid Leukemia (AML) Data Dictionary								
INFO	Name	aml_v1.4								
INFO	Release Notes	https://github.com/chicagopcdc/d4cg-modeling/tree/main/pcdc/data-dictionaries/aml/aml_v1.4								
INFO	Parent Data Model	pcdc_v1.8								
INFO	License	Creative Commons Attribution-NonCommercial 4.0 International License (https://creativecommons.org/licenses/by-nc/4.0/)								
INFO	D4CG Data Modeling Wiki	https://docs.pedscommons.org/								
INFO	Disease Consortium Information	https://commons.cri.uchicago.edu/pcdc/								
INFO	Description	The AML data dictionary is a consensus data schema built by an international group of pediatric acute myeloid leukemia experts and maintained by Data for the Common Good (D4CG) at the University of Chicago in collaboration with the International Acute Myeloid Leukemia Consortium (INTERACT). It is based on the collective requirements of its contributors.								
INFO	Total Variables	227								
										
RowType	VariableName	DataType	Tier	VariableDescription	VariableCode	PermissibleValue	ValueDescription	ValueCode	Implementation Notes	Mappings
										
DD	Protocol									
TD	Subject Identifier									
TG	Will be included in every table									
VD	PCDC_SUBJECT_ID	String	n/a	A unique subject id assigned by the PCDC. Any given individual person will have only one PCDC_SUBJECT_ID regardless of the number of studies in which they appear. If an individual person is on studies from more than one contributor, they may have more than one HONEST_BROKER_SUBJECT_IDs assigned to them by the contributors, but will be resulted to a single PCDC_SUBJECT_ID by PCDC staff.	ncit:C175600	_undefined_	_undefined_	_undefined_		
										
										
DD	Protocol									
TD	Subject Characteristics									
TG	One row per subject per study									
VD	HONEST_BROKER_SUBJECT_ID	String	n/a	Subject identifier assigned by the honest broker.	ncit:C168949	_undefined_	_undefined_	_undefined_		
VD	DATA_CONTRIBUTOR_ID	Code	n/a	An identifier assigned to a data contributor.	ncit:C168950	_undefined_	_undefined_	_undefined_		
PD						AIEOP	A group from Bologna, Italy, comprised mainly of pediatricians, hematologists, oncologists, surgeons, biologists, nurses and psychologists who are devoted to addressing the problems of hematology, oncology and immunology in the child and adolescent.	ncit:C168887		
PD						BFM-SG	A study group formed in 1975 by three individuals, Hansjorg Riehm in Berlin (B), Bernhard Kornhuber in Frankfurt (F) and Gunther Schellong in Munster (M), who initiated the first multicenter BFM trial. The BFM treatment concept was based on an intensive chemotherapeutic approach employing eight different drugs which led to a revolutionary increase in the survival of children and adolescents with acute lymphoblastic leukemia.	ncit:C168888		
PD						COG	An NCI-supported clinical cooperative group formed by the merger of the four national pediatric cancer research organizations: the Children's Cancer Group, the Intergroup Rhabdomyosarcoma Study Group, the National Wilms Tumor Study Group, and the Pediatric Oncology Group. The primary objective of the organization is to conduct clinical trials of new therapies for childhood and adolescent cancer. COG develops and coordinates clinical trials conducted at the 238 member institutions that include cancer centers of all major universities and teaching hospitals throughout the U.S. and Canada, as well as sites in Europe and Australia. COG members include over 5000 cancer researchers.	ncit:C39353		
PD						DCOG	A collaborating partner in Innovative Therapies for Children with Cancer Consortium (ITCC), a European based consortium to promote the clinical evaluation of new anti-cancer compounds in children with cancer.	ncit:C168889		
PD						MRC	A publicly funded organization that is part of United Kingdom Research and Innovation, and is dedicated to improving human health through world-class medical research.	ncit:C168892		
PD						NOPHO	A collaborative group formed in 1984 with members from Denmark, Finland, Iceland, Lithuania, Norway and Sweden and whose goal was to secure that all Nordic children suffering from leukemia would receive optimal therapy wherever they lived.	ncit:C168893		
PD						PPLLSG	A collaborative group established in 1974 that had the original goal of implementing unified protocols with standardized diagnostic criteria and therapy regimens for Hodgkin's disease and acute lymphoblastic leukemia. The prospects were widened to include non-Hodgkin's lymphomas and acute myelogenous leukemia in 1983.	ncit:C168894		
PD						JACLS	A study group in Japan investigating childhood leukemia.	ncit:C168890		
PD						JPLSG	A study group in Japan investigating pediatric leukemia and lymphoma.	ncit:C168891		
PD						SJCRH	The Saint Jude Children's Research Hospital received its NCI designation in 1977 and was awarded status as a comprehensive cancer center by NCI in 2008. Research is focused specifically on childhood cancers, acquired and inherited immunodeficiencies and genetic disorders.	ncit:C39510		
VD	STUDY_ID	Code	n/a	Study Identifier	ncit:C83082	_undefined_	_undefined_	_undefined_		
PD						AMLBFM2004 Interim				
PD						AMLBFM2019				
PD						AMLBFM2020				
PD						AMLBFM98 Interim 2003				
PD						APL				
PD						NOPHOAML1993				
PD						AAML03P1	The identifier AAML03P1, assigned to a study in a clinical trial.	ncit:C168936		
PD						AAML0531	The identifier AAML0531, assigned to a study in a clinical trial.	ncit:C168937		
PD						AAML1031	The identifier AAML1031, assigned to a study in a clinical trial.	ncit:C168938		
PD						AMLBFM2004	The identifier AML-BFM 2004, assigned to a study in a clinical trial.	ncit:C168939		
PD						AMLBFM2012	The identifier AMLBFM2012, assigned to a study in an AML clinical trial.	ncit:C173250		
PD						AMLBFMRegistry2012	The identifier AMLBFMRegistry2012, assigned to a study in an AML clinical trial.	ncit:C173251		
PD						AMLBFM1998	The identifier AMLBFM1998, assigned to a study in an AML clinical trial.	ncit:C182032		
PD						AMLBFMRegistry2017	The identifier AMLBFMRegistry2017, assigned to a study in an AML clinical trial.	ncit:C182031		
PD						SJCRHAML02	The identifier SJCRHAML02, assigned to a study in a clinical trial.	ncit:C168940		
PD						JPLSGAML05	The identifier JPLSGAML05, assigned to a study in a clinical trial.	ncit:C168941		
PD						AEIOPAML2002	The identifier AEIOPAML2002, assigned to a study in a clinical trial.	ncit:C168942		
PD						JACLSAML99	The identifier JACLSAML99, assigned to a study in a clinical trial.	ncit:C168943		
PD						DBAML01	The identifier DBAML01, assigned to a study in a clinical trial.	ncit:C168944		
PD						MRCAML12	The identifier MRCAML12, assigned to a study in a clinical trial.	ncit:C168945		
PD						MRCAML15	The identifier MRCAML15, assigned to a study in an AML clinical trial.	ncit:C173252		
PD						NOPHOAML2004	The identifier NOPHOAML2004, assigned to a study in a clinical trial.	ncit:C168946		
PD						NOPHOAML2012	The identifier NOPHOAML2012, assigned to a study in an AML clinical trial.	ncit:C173253		
PD						AIEOPLAM92	The identifier AIEOPLAM92, assigned to a study in an AML clinical trial.	ncit:C173254		
PD						SCFEELAM02	The identifier SCFEELAM02, assigned to a study in an AML clinical trial.	ncit:C173255		
PD						PPLLSGAML98	The identifier PPLLSGAML98, assigned to a study in a clinical trial.	ncit:C168947		
VD	AGE_AT_ENROLLMENT	Number	n/a	Age in Days at Enrollment	ncit:C168843	_undefined_	_undefined_	_undefined_		
VD	TREATMENT_ARM	Code	n/a	Assigned Treatment Arm by Intention-To-Treat	ncit:C15538	_undefined_	_undefined_	_undefined_		
PD										
VD	ENROLLED_STATUS	Code	n/a	Enrollment Status	ncit:C168928	_undefined_	_undefined_	_undefined_	This variable indicates if the subject was enrolled in the study, or if the subject was not enrolled in the study but received treatment per the study's protocol.	
PD						Enrolled	The study subject is enrolled.	ncit:C142715		
PD						Not Enrolled	The study subject is not enrolled.	ncit:C168929		
										
										
DD	Protocol									
TD	Disease Phase Timing									
TG	One row per subject per disease phase									
VD	DISEASE_PHASE	Code	n/a	The stage or period of an individual's disease.	ncit:C168878	_undefined_	_undefined_	_undefined_	Disease phase could be "Initial Diagnosis" phase, or a "Relapse" phase, etc...	
PD						Initial Diagnosis	The first diagnosis of the individual's condition.	ncit:C156813		
PD						Relapse	The return of a disease after a period of remission.	ncit:C38155		
VD	DISEASE_PHASE_NUMBER	Number	n/a	The number of the disease phase.	ncit:C173258	_undefined_	_undefined_	_undefined_	Ordinal number of the disease phase, grouped within subcategory. I.e. number Relapse 1, 2, 3, 4, etc...	
